"","distid","intid","year","drop","grad","math4","math7"
"82",3060,3,1996,2.74000000953674,88.9000015258789,68.5999984741211,30.2000007629395
"83",3060,3,1997,8.10000038146973,74,43,43
"84",3060,3,1998,3.70000004768372,83.4000015258789,70,47
"85",3070,3,1992,6.69999980926514,76.1999969482422,33.7000007629395,16.7000007629395
"86",3070,3,1993,6.59999990463257,76.5,31.6000003814697,27.3999996185303
"87",3070,3,1994,6.19999980926514,78.9000015258789,47.0999984741211,33.7000007629395
"88",3070,3,1995,-1.26999998092651,105.400001525879,58.9000015258789,34.2000007629395
"89",3070,3,1996,9.69999980926514,66.6999969482422,48.5,34
"90",3070,3,1997,0.400000005960464,97.6999969482422,62,36
"91",3070,3,1998,5.5,78.9000015258789,80,60
"92",3080,70,1992,5.5,79.5999984741211,30,54.7999992370605
"93",3080,70,1993,3.79999995231628,82.8000030517578,44.2000007629395,50
"94",3080,70,1994,0,100,54.9000015258789,51.7000007629395
"95",3080,70,1995,5.84999990463257,84,65.4000015258789,66.6999969482422
"96",3080,70,1996,2.19000005722046,88.4000015258789,61,57.9000015258789
"97",3080,70,1997,6.40000009536743,77.8000030517578,48,51
"98",3080,70,1998,2.79999995231628,88.9000015258789,77,63
"99",3100,70,1992,4.90000009536743,82,39.7000007629395,52.0999984741211
"100",3100,70,1993,4,86.3000030517578,46.7999992370605,58.4000015258789
"101",3100,70,1994,7.09999990463257,72.9000015258789,46.7000007629395,53.2000007629395
"102",3100,70,1995,6.32000017166138,77.1999969482422,65.3000030517578,53.7999992370605
"103",3100,70,1996,3.75,81.6999969482422,64.0999984741211,71.3000030517578
"104",3100,70,1997,7.19999980926514,73.6999969482422,62,55
"105",3100,70,1998,4.59999990463257,82.0999984741211,80,60
"106",3440,3,1992,NA,NA,100,NA
"107",3440,3,1993,NA,NA,25,NA
"108",3440,3,1994,0,NA,75,0
"109",3440,3,1995,0,NA,60,0
"110",3440,3,1996,0,NA,77.8000030517578,0
"111",3440,3,1997,NA,NA,14,NA
"112",3440,3,1998,NA,NA,100,NA
"113",4000,4,1992,6.40000009536743,77,29,28.1000003814697
"114",4000,4,1993,7.59999990463257,73.5999984741211,35.2999992370605,33.4000015258789
"115",4000,4,1994,5.59999990463257,78.5,38.7000007629395,32.7999992370605
"116",4000,4,1995,4.96999979019165,82.9000015258789,60.4000015258789,53.2999992370605
"117",4000,4,1996,0,NA,65,59.2000007629395
"118",4000,4,1997,NA,NA,55,47
"119",4000,4,1998,NA,NA,72,59
"120",4010,4,1992,6.30000019073486,77.5999984741211,33.0999984741211,28.5
"121",4010,4,1993,8.69999980926514,70.5,47.5,40.7999992370605
"122",4010,4,1994,3.79999995231628,84.4000015258789,47.5,48.0999984741211
"123",4010,4,1995,6.32999992370605,78.4000015258789,63.0999984741211,56.2000007629395
"124",4010,4,1996,8.06999969482422,71.9000015258789,64.9000015258789,63.9000015258789
"125",4010,4,1997,7.5,74,57,50
"126",4010,4,1998,4.09999990463257,84.1999969482422,70,63
"127",5010,28,1992,2,88.9000015258789,7.09999990463257,16.7000007629395
"128",5010,28,1993,0,103.099998474121,15.3999996185303,14.3000001907349
"129",5010,28,1994,4.09999990463257,85.5999984741211,15.3999996185303,11.1000003814697
"130",5010,28,1995,2.03999996185303,92.9000015258789,27.2999992370605,23.5
"131",5010,28,1996,2,90,33.2999992370605,21.3999996185303
"132",5010,28,1997,7.19999980926514,71.4000015258789,9,21
"133",5010,28,1998,1.79999995231628,90.9000015258789,50,0
"134",5035,15,1992,2,93.3000030517578,48.5999984741211,23.1000003814697
"135",5035,15,1993,3.5,86.3000030517578,50,53.7999992370605
"136",5035,15,1994,2.90000009536743,88.1999969482422,51.4000015258789,31.7000007629395
"137",5035,15,1995,1.37000000476837,93.3000030517578,48.7999992370605,64.9000015258789
"138",5035,15,1996,1.29999995231628,101,58.5,58.0999984741211
"139",5035,15,1997,0.600000023841858,96.4000015258789,76,44
"140",5035,15,1998,2.90000009536743,88.3000030517578,65,83
"141",5040,28,1992,0.600000023841858,97.4000015258789,66.6999969482422,21.2000007629395
"142",5040,28,1993,0.600000023841858,97.3000030517578,44.2000007629395,47.5999984741211
"143",5040,28,1994,4.69999980926514,83.3000030517578,59.5999984741211,42.9000015258789
"144",5040,28,1995,1.27999997138977,94.8000030517578,79.6999969482422,62.5
"145",5040,28,1996,3.30999994277954,89.5,78,56.2999992370605
"146",5040,28,1997,4.19999980926514,85.5999984741211,79,67
"147",5040,28,1998,4.69999980926514,81.5999984741211,97,71
"148",5060,28,1992,3,87.9000015258789,39.7999992370605,40.9000015258789
"149",5060,28,1993,0.800000011920929,96.5,50.5,43.2000007629395
"150",5060,28,1994,0,100,70.4000015258789,48
"151",5060,28,1995,6.21999979019165,76.5,82.6999969482422,39.2999992370605
"152",5060,28,1996,3.36999988555908,87.5999984741211,82,61.2999992370605
"153",5060,28,1997,0,100,84,64
"154",5060,28,1998,4.40000009536743,81.5999984741211,77,79
"155",5065,15,1992,0,100,25,14.3000001907349
"156",5065,15,1993,4.40000009536743,84,52.9000015258789,53.2999992370605
"157",5065,15,1994,1.10000002384186,96.1999969482422,28.6000003814697,45
"158",5065,15,1995,0,100,60.9000015258789,58.7999992370605
"159",5065,15,1996,12.1199998855591,61.2999992370605,57.0999984741211,73.6999969482422
"160",5065,15,1997,1.10000002384186,94.4000015258789,85,63
"161",5065,15,1998,0,100,71,65
"162",5070,28,1992,4.19999980926514,85.3000030517578,20.7000007629395,19.7000007629395
"163",5070,28,1993,10.6000003814697,64.4000015258789,19.7000007629395,26.8999996185303
"164",5070,28,1994,7.19999980926514,72.8000030517578,50.7999992370605,17.7000007629395
"165",5070,28,1995,3.32999992370605,87.4000015258789,60.2999992370605,37.5
"166",5070,28,1996,5.46000003814697,78.0999984741211,54.5,35.0999984741211
"167",5070,28,1997,9.5,67.4000015258789,51,31
"168",5070,28,1998,13.5,57.5,82,37
"169",6010,9,1992,2.20000004768372,91.6999969482422,10,22.6000003814697
"170",6010,9,1993,4.09999990463257,83.0999984741211,15.6000003814697,14.3000001907349
"171",6010,9,1994,3.79999995231628,82.5,22.2000007629395,11.1000003814697
"172",6010,9,1995,5.69999980926514,80.9000015258789,44.7000007629395,24.3999996185303
"173",6010,9,1996,2.79999995231628,89.4000015258789,29.7000007629395,26.3999996185303
"174",6010,9,1997,1.89999997615814,89.5999984741211,44,28
"175",6010,9,1998,5.80000019073486,80,69,51
"176",6020,9,1992,8,71.9000015258789,27.2999992370605,42.2999992370605
"177",6020,9,1993,4.40000009536743,79.5999984741211,45,19.6000003814697
"178",6020,9,1994,1.20000004768372,93.6999969482422,64.3000030517578,26.5
"179",6020,9,1995,4.07000017166138,82.5,60.5,35.7000007629395
"180",6020,9,1996,-0.629999995231628,100.400001525879,50,58.7000007629395
"181",6020,9,1997,5.69999980926514,78.6999969482422,70,41
"182",6020,9,1998,5.5,79.5999984741211,75,45
"183",6050,9,1992,4.19999980926514,84.0999984741211,29,29.1000003814697
"184",6050,9,1993,6,77.5999984741211,40,39.9000015258789
"185",6050,9,1994,9.39999961853027,66.3000030517578,43,39.7000007629395
"186",6050,9,1995,5.84999990463257,79.6999969482422,51.5,45.5
"187",6050,9,1996,8.53999996185303,70.4000015258789,37.5999984741211,40.5
"188",6050,9,1997,4.69999980926514,82.1999969482422,43,36
"189",6050,9,1998,9.89999961853027,65.4000015258789,70,49
"190",7010,31,1992,NA,NA,50,NA
"191",7010,31,1993,NA,NA,37.5,NA
"192",7010,31,1994,0,NA,80,0
"193",7010,31,1995,0,NA,88.9000015258789,0
"194",7010,31,1996,0,NA,50,0
"195",7010,31,1997,NA,NA,40,NA
"196",7010,31,1998,NA,NA,60,NA
"197",7040,31,1992,2,91.8000030517578,20,22.3999996185303
"198",7040,31,1993,4.19999980926514,85.5,38.9000015258789,36
"199",7040,31,1994,3.59999990463257,86.0999984741211,38.5,36.4000015258789
"200",7040,31,1995,7.03000020980835,75.0999984741211,45.7999992370605,35.9000015258789
"201",7040,31,1996,5.5,79.5,46.4000015258789,37.0999984741211
"202",7040,31,1997,4.90000009536743,81.5999984741211,42,51
"203",7040,31,1998,3.40000009536743,86.0999984741211,84,72
"204",8010,8,1992,0.600000023841858,95.8000030517578,36.7999992370605,32.5999984741211
"205",8010,8,1993,5.19999980926514,80.6999969482422,40.0999984741211,27
"206",8010,8,1994,5.80000019073486,78.4000015258789,62,35.4000015258789
"207",8010,8,1995,6.78999996185303,77.3000030517578,67.0999984741211,45.5999984741211
"208",8010,8,1996,2.59999990463257,90.4000015258789,67.0999984741211,48.5999984741211
"209",8010,8,1997,2.09999990463257,90.9000015258789,69,44
"210",8010,8,1998,4.69999980926514,83,78,65
"211",8030,8,1992,1.89999997615814,92.9000015258789,40.7999992370605,32.9000015258789
"212",8030,8,1993,2.90000009536743,88.9000015258789,46.5999984741211,34.7000007629395
"213",8030,8,1994,5.30000019073486,81.5,44.0999984741211,47.0999984741211
"214",8030,8,1995,8.4399995803833,70.9000015258789,68.4000015258789,52.9000015258789
"215",8030,8,1996,4.38000011444092,83.6999969482422,73.6999969482422,57.2999992370605
"216",8030,8,1997,5.40000009536743,80.1999969482422,71,54
"217",8030,8,1998,5.30000019073486,80.8000030517578,83,69
"218",8050,41,1992,4.59999990463257,82.5,30.5,33
"219",8050,41,1993,3,89.1999969482422,35.2999992370605,37.9000015258789
"220",8050,41,1994,0.800000011920929,96.4000015258789,46.9000015258789,47.7999992370605
"221",8050,41,1995,0.709999978542328,96.5,53.4000015258789,43.0999984741211
"222",8050,41,1996,1.9099999666214,91.9000015258789,60.7000007629395,60.5999984741211
"223",8050,41,1997,1,95.5,64,53
"224",8050,41,1998,5.90000009536743,78.0999984741211,81,57
"225",9010,9,1992,10.1000003814697,66.3000030517578,32.9000015258789,28.1000003814697
"226",9010,9,1993,7,75.4000015258789,36.2000007629395,32.0999984741211
"227",9010,9,1994,7.19999980926514,74.9000015258789,46.5999984741211,36.5
"228",9010,9,1995,4.61999988555908,82.8000030517578,66.4000015258789,46.7000007629395
"229",9010,9,1996,3.91000008583069,84.5999984741211,55.5,42.2999992370605
"230",9010,9,1997,6.09999990463257,75.8000030517578,53,38
"231",9010,9,1998,5.19999980926514,80.1999969482422,69,55
"232",9030,9,1992,4.5,84.4000015258789,42.2999992370605,30.1000003814697
"233",9030,9,1993,5.40000009536743,82.0999984741211,40.5,34.5999984741211
"234",9030,9,1994,3.59999990463257,87.1999969482422,52.4000015258789,45.7999992370605
"235",9030,9,1995,3.20000004768372,88.3000030517578,73.0999984741211,57.7000007629395
"236",9030,9,1996,8.18000030517578,72.4000015258789,78.1999969482422,56
"237",9030,9,1997,3.29999995231628,87.5,79,43
"238",9030,9,1998,7.59999990463257,74.0999984741211,90,52
"239",9050,9,1992,1.5,93.9000015258789,28.8999996185303,63.2000007629395
"240",9050,9,1993,0.699999988079071,97.4000015258789,59.2999992370605,50
"241",9050,9,1994,2.90000009536743,89.0999984741211,60,67.4000015258789
"242",9050,9,1995,3.55999994277954,86.5,75.4000015258789,52.2000007629395
"243",9050,9,1996,-3.55999994277954,113.5,72.4000015258789,75.5
"244",9050,9,1997,6.30000019073486,77.3000030517578,66,67
"245",9050,9,1998,0.300000011920929,98.4000015258789,78,73
"246",9090,9,1992,3.20000004768372,87.8000030517578,46,28.3999996185303
"247",9090,9,1993,0.800000011920929,96.4000015258789,52.7000007629395,33.2999992370605
"248",9090,9,1994,11.8000001907349,61.0999984741211,47.9000015258789,41.7000007629395
"249",9090,9,1995,3.79999995231628,85.1999969482422,65.1999969482422,53.2999992370605
"250",9090,9,1996,7.98999977111816,73.0999984741211,54,56.5
"251",9090,9,1997,7.30000019073486,73.3000030517578,54,43
"252",9090,9,1998,1.39999997615814,94.3000030517578,67,62
"253",10015,28,1992,7.59999990463257,73,30.7999992370605,30.7000007629395
"254",10015,28,1993,2.20000004768372,92.1999969482422,41.0999984741211,22.2999992370605
"255",10015,28,1994,11.5,60.2000007629395,39,32.5999984741211
"256",10015,28,1995,10.5299997329712,64.1999969482422,70.9000015258789,33.5999984741211
"257",10015,28,1996,7.34000015258789,75.8000030517578,56.5999984741211,52.5999984741211
"258",10015,28,1997,3.59999990463257,86.0999984741211,59,38
"259",10015,28,1998,3.90000009536743,85.1999969482422,74,57
"260",10025,28,1992,7.30000019073486,73.8000030517578,48.5999984741211,28.6000003814697
"261",10025,28,1993,6,77.5999984741211,61.0999984741211,61.0999984741211
"262",10025,28,1994,11.8999996185303,60.5999984741211,42.0999984741211,56.0999984741211
"263",10025,28,1995,0.649999976158142,97.0999984741211,63.4000015258789,50
"264",10025,28,1996,1.82000005245209,92.3000030517578,84.4000015258789,82.5
"265",10025,28,1997,2.29999995231628,90.3000030517578,71,63
"266",10025,28,1998,3.5,86.9000015258789,78,80
"267",11000,11,1992,4.30000019073486,84.6999969482422,43.5999984741211,38.0999984741211
"268",11000,11,1993,NA,NA,46.2000007629395,37.2000007629395
"269",11000,11,1994,7.40000009536743,73.9000015258789,48.5999984741211,42.4000015258789
"270",11000,11,1995,0,NA,67.4000015258789,46.7000007629395
"271",11000,11,1996,0,NA,62.2999992370605,49.7999992370605
"272",11000,11,1997,8.39999961853027,70.9000015258789,58,45
"273",11000,11,1998,NA,NA,72,55
"274",11010,11,1992,9.89999961853027,74.9000015258789,15.1000003814697,6.09999990463257
"275",11010,11,1993,22,40.5999984741211,12.3999996185303,10.1999998092651
"276",11010,11,1994,17.6000003814697,47.5,30.1000003814697,9.69999980926514
"277",11010,11,1995,25.1299991607666,32.7999992370605,53.0999984741211,15.3999996185303
"278",11010,11,1996,10.9399995803833,68.4000015258789,45,13.8000001907349
"279",11010,11,1997,16.2000007629395,51.7999992370605,48,9
"280",11010,11,1998,10.8999996185303,65.4000015258789,68,14
"281",11020,11,1992,1.5,94.3000030517578,51.0999984741211,64.5
"282",11020,11,1993,5,82.6999969482422,66.8000030517578,56.2000007629395
"283",11020,11,1994,2.90000009536743,88.3000030517578,67.9000015258789,57.0999984741211
"284",11020,11,1995,1.83000004291534,92.0999984741211,75.6999969482422,71.6999969482422
"285",11020,11,1996,2.70000004768372,89.4000015258789,70,77.8000030517578
"286",11020,11,1997,2.5,88.8000030517578,74,70
"287",11020,11,1998,3,87.4000015258789,80,83
"288",11030,11,1992,1.29999995231628,95.4000015258789,53.5999984741211,46.5999984741211
"289",11030,11,1993,8.39999961853027,72,56.5,44.7999992370605
"290",11030,11,1994,5.69999980926514,78.5999984741211,64.3000030517578,54.7999992370605
"291",11030,11,1995,3.38000011444092,85.9000015258789,71.1999969482422,67
"292",11030,11,1996,8.07999992370605,71.8000030517578,66.6999969482422,69.4000015258789
"293",11030,11,1997,9.60000038146973,66.1999969482422,58,73
"294",11030,11,1998,4.69999980926514,82.9000015258789,65,75
"295",11033,11,1992,1,97.4000015258789,49.4000015258789,31.7000007629395
"296",11033,11,1993,0,NA,49.4000015258789,22.5
"297",11033,11,1994,1.70000004768372,93.5,61.0999984741211,41.4000015258789
"298",11033,11,1995,0.75,96.0999984741211,79.5,44.4000015258789
"299",11033,11,1996,4.61999988555908,83.9000015258789,76.4000015258789,50.5999984741211
"300",11033,11,1997,2.70000004768372,89.4000015258789,83,58
"301",11033,11,1998,10.6000003814697,63.2999992370605,82,47
"302",11160,11,1992,2.90000009536743,90,25.6000003814697,28.6000003814697
"303",11160,11,1993,8,72,50,36.5999984741211
"304",11160,11,1994,10.1999998092651,65.6999969482422,31,18.8999996185303
"305",11160,11,1995,4.78999996185303,81.9000015258789,40,20.8999996185303
"306",11160,11,1996,7.48000001907349,75.1999969482422,48.0999984741211,40.9000015258789
"307",11160,11,1997,10.8000001907349,69.3000030517578,30,27
"308",11160,11,1998,14.1999998092651,54.2000007629395,70,47
"309",11200,11,1992,2,92.5999984741211,36,21.5
"310",11200,11,1993,4.5,83,40,32.2999992370605
"311",11200,11,1994,2.90000009536743,89,65.6999969482422,45.2999992370605
"312",11200,11,1995,4.69000005722046,82.5999984741211,83.3000030517578,51.7999992370605
"313",11200,11,1996,4.63000011444092,83.5,53.2999992370605,48.7999992370605
"314",11200,11,1997,3.29999995231628,85.9000015258789,55,56
"315",11200,11,1998,2.09999990463257,92,67,28
"316",11210,11,1992,5.30000019073486,80.6999969482422,47,31.3999996185303
"317",11210,11,1993,6.19999980926514,77.9000015258789,58,33.0999984741211
"318",11210,11,1994,6,79.5999984741211,64.9000015258789,35.7000007629395
"319",11210,11,1995,12.7299995422363,58.7999992370605,74,39.5999984741211
"320",11210,11,1996,4.42999982833862,83.3000030517578,71,61.5
"321",11210,11,1997,3.5,86.5999984741211,65,52
"322",11210,11,1998,4.40000009536743,82.3000030517578,81,70
"323",11240,11,1992,2.59999990463257,90.3000030517578,47.9000015258789,40
"324",11240,11,1993,4,84.6999969482422,42.5999984741211,38.2999992370605
"325",11240,11,1994,4.80000019073486,81.6999969482422,63.7000007629395,43.9000015258789
"326",11240,11,1995,1.46000003814697,98,75.8000030517578,56.0999984741211
"327",11240,11,1996,9.42000007629395,72.5,72.6999969482422,57.5
"328",11240,11,1997,8.10000038146973,71.8000030517578,65,65
"329",11240,11,1998,7.40000009536743,72.3000030517578,71,57
"330",11250,11,1992,5.59999990463257,76.0999984741211,73.0999984741211,23.8999996185303
"331",11250,11,1993,18,44,49.0999984741211,34.4000015258789
"332",11250,11,1994,3.20000004768372,87.9000015258789,45.5999984741211,25
"333",11250,11,1995,7.38000011444092,72.5999984741211,59.5999984741211,27.7999992370605
"334",11250,11,1996,13.6499996185303,54.4000015258789,45.7999992370605,50
"335",11250,11,1997,21.1000003814697,38.4000015258789,60,26
"336",11250,11,1998,12.1000003814697,57,81,30
"337",11300,11,1992,3.29999995231628,88.8000030517578,53.2000007629395,39.7000007629395
"338",11300,11,1993,3.70000004768372,86.5999984741211,50.7000007629395,37.7999992370605
"339",11300,11,1994,7.30000019073486,73.6999969482422,48.4000015258789,30.2000007629395
"340",11300,11,1995,7.84000015258789,71.4000015258789,72.4000015258789,48
"341",11300,11,1996,11.7299995422363,58.0999984741211,65.6999969482422,57.2999992370605
"342",11300,11,1997,9.89999961853027,67.0999984741211,66,48
"343",11300,11,1998,9.30000019073486,70.6999969482422,68,59
"344",11310,11,1992,1.10000002384186,95.5999984741211,34.4000015258789,33.2999992370605
"345",11310,11,1993,14.5,54.0999984741211,52.5999984741211,33.7999992370605
"346",11310,11,1994,6.30000019073486,76.3000030517578,48.4000015258789,34.7000007629395
"347",11310,11,1995,12.4700002670288,60.5999984741211,69.5,56.5999984741211
"348",11310,11,1996,5.55999994277954,79.6999969482422,77.1999969482422,60.7000007629395
"349",11310,11,1997,4.40000009536743,83.0999984741211,83,42
"350",11310,11,1998,6.40000009536743,75.5,91,59
"351",11320,11,1992,7.80000019073486,72.8000030517578,38.5999984741211,25
"352",11320,11,1993,16.3999996185303,48.2000007629395,38,40
"353",11320,11,1994,6.5,79.5999984741211,48.5,41.4000015258789
"354",11320,11,1995,6.03999996185303,78.0999984741211,70.5999984741211,43.7999992370605
"355",11320,11,1996,7.32000017166138,74.0999984741211,62.7000007629395,48.4000015258789
"356",11320,11,1997,8.60000038146973,70.1999969482422,43,43
"357",11320,11,1998,6.69999980926514,77,68,55
"358",11330,11,1992,5.5,79.4000015258789,41.7999992370605,34.4000015258789
"359",11330,11,1993,9.19999980926514,66.3000030517578,34.2000007629395,34.2000007629395
"360",11330,11,1994,5.19999980926514,80.3000030517578,52.5999984741211,44.7999992370605
"361",11330,11,1995,6.1100001335144,78.9000015258789,70.0999984741211,55.2000007629395
"362",11330,11,1996,-24.2399997711182,169.600006103516,68.5999984741211,42.2000007629395
"363",11330,11,1997,5.59999990463257,80.5999984741211,46,49
"364",11330,11,1998,0.400000005960464,98.0999984741211,77,67
"365",11340,11,1992,1.5,94.0999984741211,41.7000007629395,64.1999969482422
"366",11340,11,1993,3.5,87.5,54.7999992370605,71.1999969482422
"367",11340,11,1994,3.5,86.6999969482422,40,54.7000007629395
"368",11340,11,1995,1.85000002384186,92.8000030517578,60.7999992370605,55.0999984741211
"369",11340,11,1996,-14.6999998092651,172.899993896484,49,59.5999984741211
"370",11340,11,1997,3.40000009536743,86.4000015258789,46,72
"371",11340,11,1998,8.10000038146973,72.3000030517578,78,92
"372",11670,11,1992,NA,NA,22.2000007629395,NA
"373",11670,11,1993,NA,NA,37.5,NA
"374",11670,11,1994,0,NA,25,40
"375",11670,11,1995,0,NA,66.6999969482422,25
"376",11670,11,1996,0,NA,75,50
"377",11670,11,1997,NA,NA,17,33
"378",11670,11,1998,NA,NA,50,40
"379",12010,12,1992,6.69999980926514,76.4000015258789,27.7000007629395,37
"380",12010,12,1993,7.90000009536743,72.5999984741211,40.2999992370605,42
"381",12010,12,1994,4.30000019073486,84.1999969482422,47.7999992370605,46.2999992370605
"382",12010,12,1995,6.32999992370605,77.1999969482422,60,54.7000007629395
"383",12010,12,1996,5.71000003814697,79.5999984741211,47.4000015258789,54.5
"384",12010,12,1997,5.69999980926514,79.0999984741211,49,56
"385",12010,12,1998,4,84.5999984741211,65,65
"386",12020,12,1992,9.39999961853027,67,27.6000003814697,30.6000003814697
"387",12020,12,1993,7.19999980926514,73.9000015258789,36.0999984741211,23.7999992370605
"388",12020,12,1994,10.6000003814697,66.0999984741211,34.7000007629395,29.8999996185303
"389",12020,12,1995,8.89999961853027,68.0999984741211,44.5999984741211,34
"390",12020,12,1996,3.60999989509583,88,40.5999984741211,51
"391",12020,12,1997,8,72.0999984741211,44,49
"392",12020,12,1998,6.90000009536743,75.0999984741211,54,59
"393",12040,12,1992,5.59999990463257,79.5999984741211,21.2000007629395,28.7000007629395
"394",12040,12,1993,2.29999995231628,90.5999984741211,30.6000003814697,31.8999996185303
"395",12040,12,1994,6.09999990463257,77.8000030517578,32.0999984741211,39.5999984741211
"396",12040,12,1995,2.92000007629395,88.3000030517578,56.9000015258789,40.5
"397",12040,12,1996,3.42000007629395,88.5,40,42.7000007629395
"398",12040,12,1997,5.59999990463257,80,38,28
"399",12040,12,1998,2.09999990463257,91.5999984741211,63,50
"400",13000,13,1992,6,77.4000015258789,35.5999984741211,31.8999996185303
"401",13000,13,1993,NA,NA,44.2000007629395,33.5
"402",13000,13,1994,0,NA,45.7999992370605,38.7000007629395
"403",13000,13,1995,0,NA,58.5,44.5
